Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,City  Location,Investors Name,InvestmentnType,Amount
2836,23-07-2018,Log9 Materials,Technology,Bengaluru,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,436000
2837,24-07-2018,kidovators,Ed-Tech,Bengaluru,Gray Matters,Seed/ Angel Funding,180000
2838,24-07-2018,Digit,Consumer Internet,Pune,Fairfax,Private Equity,45000000
2839,25-07-2018,Black Soil,Finance,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Private Equity,17000000
2840,25-07-2018,Trell,Consumer Internet,Bengaluru,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,1250000
2841,25-07-2018,iqlect,Technology,Bengaluru,Ventureast and Exfinity,Seed/ Angel Funding,2500000
2842,26-07-2018,Entropik,IT,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,1100000
2844,26-07-2018,TheCapitalNet,Fin-Tech,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,500000
2845,30-07-2018,Shuttl,Consumer Internet,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,11000000
2846,30-07-2018,Cure Fit,Consumer Internet,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,120000000
2847,31-07-2018,Five Star Group,Fin-Tech,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,100000000
2848,31-07-2018,Healthsignz,Healthcare,Hyderabad,Kantilal Patel,Seed/ Angel Funding,5000000
2849,01-08-2018,dishq,Food-Tech,Bengaluru,"Farm To Fork, Arts Alliance, The Syndicate Fund, Sven Hensen, Zeroth and Artesian Venture Partners",Seed/ Angel Funding,400000
2851,02-08-2018,Samosa Labs,Consumer Internet,Hyderabad,Xiaomi and Sequoia Capital India,Private Equity,7000000
2852,03-08-2018,ZiffyHomes,Consumer Internet,Gurugram,Y Combinator,Private Equity,120000
2853,07-08-2018,My OmNamo,Consumer Internet,Mumbai,,Seed/ Angel Funding,1000000
2854,07-08-2018,ShopX,Consumer Internet,Bengaluru,Fung Strategic Holdings,Private Equity,35000000
2855,07-08-2018,MakeMyTrip,Consumer Internet,Gurugram,MakeMyTrip Limited,Private Equity,10000000
2856,08-08-2018,Hansel io,Consumer Internet,Bengaluru,Vertex Ventures,Seed/ Angel Funding,4000000
2857,08-08-2018,Metro Bikes,Consumer Internet,Bengaluru,"Sequoia Capital India Advisors, Accel Partners and G Raghunandan",Private Equity,12200000
2858,08-08-2018,Phone Pe,Consumer Internet,Bengaluru,Flipkart,Private Equity,66000000
2859,09-08-2018,quizizz,Ed-Tech,Bengaluru,"Nexus Venture Partners, Prime Venture Partners and Others",Seed/ Angel Funding,3000000
2860,09-08-2018,Happy EMI,Fin-Tech,Bengaluru,AJ Ventures and Jain International Trade Organisation (JITO),Seed/ Angel Funding,1000000
2861,13-08-2018,Inthree,Consumer Internet,Chennai,"Ventureast, Orios Venture Partners and the IAN Fund",Seed/ Angel Funding,4000000
2862,13-08-2018,Observe AI,Technology,Bengaluru,"Nexus Venture Partners, MGV, Liquid 2 Ventures, Hack VC, Emergent Ventures and Y Combinator",Private Equity,8000000
2863,16-08-2018,Enakshi,Consumer Internet,Ahemadabad,,Seed/ Angel Funding,114811
2864,17-08-2018,EazyDiner,Consumer Internet,Gurugram,Denlow Investment Trust and Beenext,Private Equity,5850000
2865,20-08-2018,Finzy,Finance,Bengaluru,,Seed / Angel Funding,1000000
2866,20-08-2018,RawPressery,Consumer Internet,Mumbai,Alteria Capital,Debt Funding,4800000
2867,22-08-2018,Pi Ventures,Technology,Bengaluru,CDC Group plc\\xc2\\xa0,Private Equity,6000000
2868,22-08-2018,Revv,Consumer Internet,Gurugram,"Hyundai, Edelweiss and Beenext, Dream Incubator, Sunjay Kapoor and Telama Investment",Private Equity,14270000
2869,26-08-2018,ZestMoney,Consumer Internet,Bengaluru,"Xiaomi,PayU, Ribbit Capital and Omidyar Network",Private Equity,13400000
2870,26-08-2018,Shubh Loans,Fin-Tech,Bengaluru,"Saama Capital, SRI Capital, Beenext, and Pravega Ventures",Private Equity,4200000
2871,27-08-2018,MyUpchar,Healthcare,Delhi,"Nexus Venture Partners, Omidyar Network and Shunwei Capital",Private Equity,5000000
2872,28-08-2018,Narvar,IT,Bengaluru,Accel (formerly known as Accel Partners),Private Equity,3000000
2873,30-08-2018,True North,Finance,Mumbai,,Private Equity,600000000
2874,01-09-2018,Netmeds,Consumer Internet,Chennai,"Sistema Asia Fund, Sistema JSFC and Tanncam Investment",Private Equity,35000000
2875,03-09-2018,Udaan,B2B Platform,Bengaluru,DST Global and Lightspeed Venture Partners\\xe2\\x80\\x99 global fund.,Private Equity,225000000
2876,03-09-2018,Daily hunt,Consumer Internet,Bengaluru,Falcon Edge,Private Equity,6390000
2877,04-09-2018,3HCare,Healthcare,Delhi,,Seed / Angel Funding,1000000
2879,05-09-2018,Nykaa,Consumer Internet,Mumbai,Lighthouse,Private Equity,157200000
2881,06-09-2018,Dream11,Consumer Internet,Mumbai,"Tencent, Kalaari Capital and Private equity firm Multiples Alternate Asset Management",Private Equity,100000000
2882,10-09-2018,MamaEarth,Healthcare,Gurugram,Stellaris Ventures & Others,Private Equity,4000000
2883,11-09-2018,AutoGrid,Technology,Bengaluru,"CLP Holdings Group, Innogy, \\xc3\\x98rstead, and Tenaska",Private Equity,32000000
2884,11-09-2018,Pharmeasy,Consumer Internet,Mumbai,InnoVen Capital,Debt Funding,5500000
2885,11-09-2018,Upwards,Fin-Tech,Mumbai,"Shunwei Capital,Quotient, Mayfield & Others",Private Equity,5000000
2886,12-09-2018,Kissht,Fin-Tech,Mumbai,"Vertex Ventures Southeast Asia (SEA) and India and Sistema Asia Fund, Fosun RZ Capital, Ventureast, and Endiya Partners.\\n\\n",Private Equity,30000000
2888,02-10-2018,Origo Commodities India Pvt. Ltd,Logistics,Hyderabad,"Cooperative Oikocredit, Caspian and Hivos-Triodos Fund",Seed/ Angel Funding,11000000
2889,04-10-2018,Grover Zampa,Food,Mumbai,Ravi Viswanathan,Private Equity,8200000
2890,05-10-2018,Droom,Automobile,Gurgaon,ZigExN,Series E,3000000
2891,11-10-2018,Innov8,Real Estate,New Delhi,Credence Family Office,Pre-Series A,4000000
2892,12-10-2018,Blackbuck,Logistics Tech,Bengaluru,Sequoia Capital India,Private Funding,14680000
2893,12-10-2018,LetsTransport,Logistics Tech,Bengaluru,Fosun International,Series C,12000000
2894,01-11-2018,GoDesi,Food and Beverage,Bengaluru,Lead Angels Network,Seed/ Angel Funding,138995
2895,03-11-2018,Veritas Finance Ltd.,NBFC,Chennai,"Norwest Venture Partners, CDC Group, the UK\\xe2\\x80\\x99s Development Finance Institution and P Surendra Pai",Series D,27799000
2896,06-11-2018,Meesho,Ecommerce,Bengaluru,"Shunwei Capital, DST Partners and RPS Ventures",Series C,50000000
2897,08-11-2018,Mobile Premier League,Gaming,Bengaluru,Undisclosed,Series A,500000
2898,08-11-2018,A&R Bon Vivants,Food,Jaipur,"RB Investments, Singapore",Equity,1000000
2899,12-11-2018,Blackbuck,Food Tech,"New York, Bengaluru",Tiger Global,Series A,1000000
2900,12-11-2018,MilkBAsket,Food,New Delhi,Mayfield Fund,Series B,1300000
2901,13-11-2018,DriveU,Transport,Bengaluru,Stevens Creek Ventures,Mezzanine,1000000
2902,14-11-2018,CleanseCar,Services,Bengaluru,Venture Catalysts,Seed/ Angel Funding,500000
2903,19-11-2018,Automation Anywhere,Automation,California,SoftBank Vision Fund,Series B,300000000
2904,20-11-2018,HealthifyMe,Health and Wellness,Bengaluru,"Sistema Asia Fund, VC Samsung NEXT, Chiratae Ventures, Inventus Capital, Blume Ventures and Innoven Capital.",Series B (Extension),6000000
2905,21-11-2018,Genius Corner,Education,Noida,Individual investors,Seed Funding,278000
2906,22-11-2018,Aavishkaar-Intellecap Group,Investment,Mumbai,Teachers Insurance and Annuity Association (TIAA),Equity Based Funding,31000000
2908,23-11-2018,Signzy,Financial Tech,Mumbai/Bengaluru,"Stellaris Venture Partners and Kalaari Capital, Rajan Anandan from Google, Dilip Khandwelwal from SAP Labs India, and Amrish Rau from PayU India",Series A,3400000
2909,24-11-2018,Engineer.ai,Software,India/US,"Lakestar and Jungle Ventures, Softbank\\xe2\\x80\\x99s DeepCore.",Series A,29500000
2910,25-11-2018,InCred Finance,Finance,India,"Paragon Partners, Individual Investors",Private Equity,42000000
2911,25-11-2018,Roposo,Social Media,Delhi,Bertelsmann India Investments,Series B,1700000
2912,01-12-2018,UrbanClap Technologies Pvt. Ltd,Services Platform,New Delhi,Steadview Capital and Vy Capital.,Series D,50000000
2913,02-12-2018,Guiddoo,Travel Tech,Mumbai,Individual Investors,Pre-Series A,800000
2914,02-12-2018,Career Anna,Online Education,Gurugram,Individual Investors,Pre-Series A,572000
2915,04-12-2018,Manch,Social Media,Delhi,Stellaris Venture Partners,Seed Funding,700000
2916,04-12-2018,Nagpur Wholesale,Online Marketplace,Nagpur,Omphalos Ventures India LLP,Seed Funding,143000
2917,06-12-2018,ShopKirana,B2B,Indore,"Info Edge, AET Fund, Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.",Seed Funding,2000000
2918,06-12-2018,BuildSupply,"SaaS, Ecommerce",Gurugram,"Venture Highway, GREE Ventures, Space Matrix, Individual Investors",Series A,3500000
2919,03-01-2019,CarDekho,Automobile,Jaipur,"Sequoia India, Hillhouse Capital, Alphabet\\xe2\\x80\\x99s growth investment arm Capital G and Axis Bank",Series C,110000000
2920,04-01-2019,Vyome Therapeutics Inc.,Health and Wellness,India/US,"Iron Pillar, Perceptive Advisors, Romulus Capital and Kalaari Capital",Series D,22000000
2921,04-01-2019,Samunnati Financial Intermediation & Services Pvt. Ltd,Finance,Chennai,"MASSIF, a Dutch government fund",Debt-Funding,5000000
2923,08-02-2019,Zilingo,Ecommerce,India/Singapore,"Sequoia Capital and Temasek Holdings, EDBI, Burda Principal Investments, and Sofina",Series D,226000000
2924,13-02-2019,NanoClean Global,Nanotechnology,New Delhi,"LetsVenture, PitchRight Venture, 91SpringBoard, AL Nour International Holdings and Mark V Investments",Series A,600000
2925,10-04-2019,Kabadiwala,E-commerce,Bhopal,"Unilever, Beehive Capital Advisor, ABCOM Investments, Parekh Marine Transport,",Private Equity,430665
2926,10-04-2019,Toppr,Edtech,Mumbai,Milestone,Debt and Preference capital,6320820
2927,10-04-2019,Craftsvilla,E-commerce,Mumbai,Supera Pte Ltd,Inhouse Funding,2443495
2928,10-04-2019,Unacademy,Edtech,Bengaluru,Kalyan Krishnamurthy,Seed/ Angel Funding,307000
2929,11-04-2019,Setu,Fintech,Bengaluru,Lightspeed India Partners,Seed Funding,3500000
2930,11-04-2019,CleverTap,SaaS,Mumbai,"Sequoia India, Tiger Global Management, Accel Partners",Series B,26000000
2931,12-04-2019,Medlife,E-commerce,Bengaluru,Prasid Uno Family Trust,Private Equity,17000000
2932,12-04-2019,Azah,Health and Wellness,Gurugram,Unnamed angel investors,Seed Funding,200000
2933,13-04-2019,Tripoto,Social Media,New Delhi,"Orchid India, Hornbill Orchid India Fund, Chiratae Ventures (formerly IDG Ventures), 3one4 Capital, Lasmer NV",Series B,3591375
2934,16-04-2019,Kuvera,Finance,Bengaluru,Eight Roads,Series A,45000000
2935,17-04-2019,Shuttl,Transportation,Gurugram,New Atlantic Ventures,Venture Round,5000000
2936,17-04-2019,Increff,Technology,Bengaluru,"021 Capita, Binny Bansal",Series A,3000000
2937,19-04-2019,My Healthcare,E-commerce,Bengaluru and Gurugram,Sixth Sense Ventures,Series A,3000000
2938,19-04-2019,KrazyBee,E-commerce,Bengaluru,"BAC Acquisitions, Unifi AIF, BRD Securities, Northern R Capital",Debt,14342000
2939,01-05-2019,BlackBuck,Transport,Bengaluru,"Goldman Sachs Investment Partners and Silicon Valley-based Accel, Wellington, Sequoia Capital, B Capital, LightStreet, Sands Capital and International Finance Corporation,",Series D,150000000
2940,02-05-2019,Zenoti,Saas,Hyderabad,Tiger Global Management,Series C,50000000
2943,06-05-2019,Saahas Zero Waste,Waste Management Service,Bengaluru,C4D Partners,Venture - Series Unknown,868600
2944,28-05-2019,Ather Energy,Automobile,Bengaluru,Sachin Bansal,Series C,51000000
2945,28-05-2019,FreshVnF,Agtech,Mumbai,Equanimity Ventures,Seed Round,140000000
2946,30-05-2019,GlowRoad,E-commerce,Bengaluru,"Korea Investment Partners, Vertex Ventures",Series B,11500000
2947,31-05-2019,Bira91,Food and Beverage,New Delhi,Sixth Sense Ventures,Series B,5600000
2948,03-06-2019,FabHotels,E-Commerce,Gurgaon,"Goldman Sachs, Accel Partners and Qualcomm",,4889975
2949,03-06-2019,Avail Finance,Finance,Bengaluru,Matrix Partners,Series A,9000000
2950,03-06-2019,Agara Labs,Deep-Tech,Bengaluru,Blume Ventures and RTP Global,pre-Series A,2500000
2951,04-06-2019,Bira91,Food and Beverage,New Delhi,Anicut Capital,Debt Funding,10000000
2952,04-06-2019,BharatPe,Finance,New Delhi,Insight Partners,Series B,75000000
2953,04-06-2019,Recykal,Waste Management Service,Hyderabad,"Triton Investment Advisors, Pidilite Industries director Ajay Parekh",pre-Series A,26000000
2954,04-06-2019,Leegality,Services,Mumbai/Bengaluru,Mumbai Angels,Series A,3400000
2955,05-06-2019,NoBroker,E-Commerce,Bengaluru,General Atlantic,Series C,51000000
2956,06-06-2019,Sistema.bio,Agriculture,Nairobi,"Shell Foundation, DILA CAPITAL, Engie RDE Fund, EcoEnterprise Fund, EDFIMC (ElectriFI), Endeavor Catalyst Fund, CoCapital, Triodos, Alpha Mundi, and Lendahand",,2739034
2957,06-06-2019,Chakr Innovation,Energy,New Delhi,IAN Fund,Series A,26000000
2958,06-06-2019,Pratilipi,Digital Media,Bengaluru,Qiming Venture Partners,Series B,15109500
2959,06-06-2019,Biz2Credit,FinTech,New York,WestBridge Capital,Series B,52000000
2960,08-06-2019,Vogo Automotive Pvt. Ltd.,Transportation,Karnataka,Alteria Capital,Debt Funding,3584000
2961,10-06-2019,Bolo App,Digital Media,Bengaluru,Nexus Venture Partners,Seed Funding,430200
2962,10-06-2019,OkCredit,FinTech,Haryana,Tiger Global Management,Series A,15500000
2963,01-07-2019,WizCounsel,Compliance,New Delhi,Kapil Dev,Angel,145000
2964,01-07-2019,Uniphore,Artificial Intelligence,Taramani,March Capital Partners,Series C,38080000
2965,02-07-2019,RenewBuy,Finance,Gurgaon,"Lok Capital, IIFL Wealth",Series B,19000000
2966,02-07-2019,Atlan,Information Technology,Singapore,WaterBridge Ventures,Pre-Series A,2500000
2967,03-07-2019,Ola Cabs,Transport,Kormangala,"DIG Investment Ab, Deshe Holdings, Samih Toukan and Hussam Khoury",Series J,1000000
2968,04-07-2019,Daalchini Technologies,Food and Beverage,New Delhi,Artha Venture,Seed Round,500000
2969,08-07-2019,Board Infinity,EdTech,Chembur,Multiple Angel Investors,Angel Round,319605
2970,09-07-2019,House of Msasaba,Luxury Label,Mumbai,Binny Bansal,Series A,1000000
2971,10-07-2019,"""BYJU\\'S""",EdTech,Bengaluru,Qatar Investment Authority,Private Equity Round,150000000
2972,10-07-2019,Ezyhaul,Tech,Singapore,Undisclosed,Series B,16000000
2973,10-07-2019,Indus OS,Tech,Andheri,Ventureast,Series B,5750000
2974,10-07-2019,HealthAssure,Health Care,Mumbai,Blume Ventures,Series A,2500000
2975,11-07-2019,Moglix,E-Commerce,Singapore,"Composite Capital Management, Sequoia Capital India, Tiger Global Management",Series D,60000000
2976,01-08-2019,CarDekho,E-Commerce,Gurgaon,SC GG India Mobility Holdings LLC,Series C,20000000
